id,text
t2242,explain the virtual card
t2243,What do the disposable cards do?
t2244,Do you support countries other than mine?
t2245,"I can't transfer any money from my account to my friend's account, it keeps rejecting it. Can you tell me why? I have enough funds in my account to transfer."
t2246,Why is my card being declined when I try to do a top-up? How can this be immediately resolved?
t2247,I don't think my transfer wen through. Why?
t2248,What is the reason my payment was not accepted?
t2249,"Your card pin can be changed at any Visa or MasterCard ATM with Pin services, excluding countries such as Belgium, Luxembourg, Austria, Germany, Spain, and France."
t2250,Can I use my card wherever I want?
t2251,"phone is at a hotel, can i still use app"
t2252,I had a payment reverted and would like to figure out why.
t2253,The exchange rate on my payment doesn't look right
t2254,There's an error in regards to the exchange rate for an item I bought.
t2255,A transaction shows duplicate times.
t2256,My latest transfer seems to be missing.
t2257,"My card has been declined by two separate ATM, and I'm worried something is wrong with my account. Would you please see if my account is okay?"
t2258,Can you lookup my password?
t2259,I made a deposit in the ATM and it has not cleared
t2260,Can I have a discount if I exchange currency often?
t2261,Why doesn't it work when I use American Express to try to add money to my account?
t2262,I would like a physical card
t2263,The amount of cash i have received is not correct.
t2264,I can't log in
t2265,how to exchange currencies
t2266,I forgot my pin and am blocked now. Can I reset it somewhere?
t2267,"I've tried many times to make a payment, but it's not going through.  What's wrong?"
t2268,Is there a limit to the top-ups someone can do?
t2269,Where do I order a disposable virtual card?
t2270,Does the package with my card have tracking?
t2271,An extra pound was charged!
t2272,I need to change my card PIN.
t2273,What do you need my identity details for?
t2274,How do I delete my account now
t2275,I tried to transfer but it was declined
t2276,"my card details could be stolen, as i didnt make these transactions"
t2277,I think the bank made a mistake on the exchange rates
t2278,I have no more money in my account.  Is there a way to do a bank transfer to put money into my account?
t2279,How do I get extra physical cards?
t2280,"Even though I made a cash deposit, I am not seeing it in my account."
t2281,Can I get some help to get me card activated?
t2282,The currency exchange for my purchase in foreign currency is incorrect.
t2283,I checked the app and my balance has not been updated for the cash or cheque deposit.
t2284,Do the disposable cards have restrictions?
t2285,I tried to top up with my card but it's not working. I had just done this a couple days previously and it worked. Can you tell me what's going on here please?
t2286,I sent payment with EU transfer and they still haven't received it. How long does it take?
t2287,Where can I find the verification code for the top up card?
t2288,do i need to add money before i order a card
t2289,Can I change my PIN without going to a bank branch?
t2290,show me how to transfer to my account
t2291,I need someone to assist me with explaining how much I can top-up.
t2292,The funds I transferred are not in my account
t2293,What is the fee for a foreign currency exchange?
t2294,It looks like the exchange rates on my card payment are wrong
t2295,What value can I get for my currency?
t2296,"My cash withdrawal shows pending, why?"
t2297,Do you send duplicate cards?
t2298,I got charged for with a fee for paying with my card.
t2299,I'm confused as to why my top-up did not go through.
t2300,Please let me know how to place an order for a virtual card
t2301,What are the disposable card limits?
t2302,How come my card payment is still pending?
t2303,When will I be able to see the refund
t2304,I have multiple of the same transaction
t2305,How long will my most recent transfer take to go through? The recipient needs the money urgently.
t2306,"Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please."
t2307,What ATMs can I use my card at?
t2308,I'm in the EU. Can I get one of your cards?
t2309,The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?
t2310,I want to get a Visa
t2311,Will I know which exchange rate I will get?
t2312,Where are my funds? I topped off my car but it didn't seem to complete.
t2313,Can I track the card that was just sent to me?
t2314,Can you check if my money has reached my account since it is not showing up yet?
t2315,Why was a payment cancelled on my account?
t2316,"I got my American Express in Apple Pay, why is top up not working on my device?"
t2317,How long will it take for my top up to work? It's still pending
t2318,What ATM locations are near me?
t2319,Where did the money I deposit go??
t2320,I only got $20 of the $100 that I attempted to withdraw.
t2321,How many different cards can I have for my account?
t2322,"The expiration date on my card is very soon, and I need to get a new one.  What are the price and delivery options for my replacement card?"
t2323,"My card will expire next month, will I need to order a new one?"
t2324,Could you help my figure out the exchange fee?
t2325,still need to get card pin
t2326,How can I add a new card?
t2327,There is a direct debit transaction that I did not authorize
t2328,How come my cash withdrawal came with an unnecessary fee?!
t2329,How do I get my card?
t2330,"Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app"
t2331,Please help me get a Visa card.
t2332,With one disposable card how many transactions can i do?
t2333,I need to verify my identity. How do I do that?
t2334,Is there a fee for paying by card?
t2335,Why have I been charged an extra £1?
t2336,I got an cancellation error when I was topping up.
t2337,What steps should I take before my card expires?
t2338,How often can I top up?
t2339,Can you unblock my pin because I put the wrong one too many times.
t2340,wheres my money receipt
t2341,I bough an item and the exchange rate was incorrect.
t2342,Some cash has been withdrawn but I didn't do it.
t2343,Help! I made a transfer in error and need to cancel it before it's complete!
t2344,How can I dispute a direct debit charge on my account?
t2345,What will happen after my card expires?
t2346,"I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?"
t2347,How many transactions can I do with a disposable card?
t2348,How can I locate the virtual card?
t2349,The top-up verification code is not visible.
t2350,I made a payment and it is showing up twice
t2351,"I put cash in my account, but I don't see it."
t2352,My top up says it is still pending
t2353,I withdrew cash and was charged
t2354,What is my top-up limit?
t2355,How do I find my new pin?
t2356,can i get a virtual card
t2357,where can i deposit a check
t2358,My salary is deposited in GBP. Do I need to choose the currency?
t2359,"I want to reactivate my card, I found it after thinking it was lost."
t2360,How can I change my name in my profile?
t2361,"I need my card topped up,"
t2362,What types of foreign money can be used with this service.?
t2363,Can I reset my PIN if it is blocked?
t2364,Will I need a new card or can I put my old card back into the app?
t2365,My transfer is pending too long.
t2366,Do I have to pay for a second card?
t2367,Is it free to exchange currency?
t2368,How can many disposable cards can I have per day?
t2369,How do I get a new card sent to China?
t2370,Where is the verification code display?
t2371,Does my account have the option to hold multiple currencies?
t2372,I got married and need to change my name.
t2373,How much for an actual card?
t2374,How do I reactivate my card?
t2375,Why is my transfer pending?
t2376,"I have obtained the salary in GBP, will it need to be configured?"
t2377,What is the disposable card for?
t2378,I am seeing inside the App a some cash withdrawal that is not mine
t2379,Is there an age limit to open an account
t2380,What should I do once my card expires?
t2381,Is a new debit card free?
t2382,I see non-received cash in my app.
t2383,How can my friend pay me?
t2384,I was charged several times for something
t2385,"I did a transfer to my account, but it hasn't shown up"
t2386,"Everything I have was stolen yesterday making it so I don't have access to the app, what should I do?"
t2387,What is the max I can top up?
t2388,My card is stolen.  Help!
t2389,Are there limits on the virtual cards?
t2390,do i need to wait for my card before i get pin
t2391,Please tell me how to verify my top up card.
t2392,The ATM wouldn't let me withdraw cash.
t2393,I should not have been charged a fee for my transfer.
t2394,Can you tell me what i need for the identity check?
t2395,I have duplicated transactions on my statement
t2396,What is the amount of time transfers usually take from the UK? I had just completed a transfer and nothing seems to be showing up so I need to be sure things are alright.
t2397,The top-up card is verified how?
t2398,Can I use American Express?
t2399,Is there a fee when I add money to my international card?
t2400,What fees are charged when I top up
t2401,"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you remove one of them as it's wrong and clearly was declined?"
t2402,I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?
t2403,Do you limit my top-ups?
t2404,Can someone in the US have a card?
t2405,"I'm hoping you can answer my question about a pending transfer that I've had for a while now.  I know that all of the account details are correct, so why is it taking so long to go through?"
t2406,Why is there a pending time on my transfer?
t2407,The currency exchange rate was wrong for a purchase I made.
t2408,I bought an item and the exchange rate was wrong.
t2409,"I notice a transaction a couple of weeks ago in my account, from a seller that I don't recognize. Is there a way we can trace back the information to make sure it was truly something I did?"
t2410,Why was the price higher when I paid with my card?
t2411,Why was there a fee on my cash withdrawal?
t2412,If I order a card when does it arrive?
t2413,Why did I get charged more for using my card?
t2414,"Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this?"
t2415,Under what condition will my payment revert?
t2416,"You can activate your card in a few seconds by going to account, hitting activate, and just following the directions."
t2417,What is taking so long on my transfer from the US?
t2418,"I would like to exchange currencies, how do I go upon it?"
t2419,I noticed that there is a withdrawal in the app that is not mine.
t2420,when will I get my refund?
t2421,Where is the refund on my statement?
t2422,Why was my card declined?
t2423,What steps can I take if someone else is using my card?
t2424,How old do my kids need to be to open an account?
t2425,Will I get a visa or Mastercard?
t2426,Can I use my apple watch to top-up?
t2427,What could the reason be that my payment card was declined?
t2428,Can you change my currency to EUR?
t2429,Please tell me how you can stop unauthorized payments from being made on my card since on this bill I see that this has happened. There are transactions that I never made from a place I've never been to.
t2430,I'm suddenly getting an error while attempting a transfer that it isn't possible. Why? I've done it before.
t2431,Can I get a Visa or Mastercard?
t2432,I'm still waiting on my new card to be delivered!
t2433,is there a reason that my payment didnt go through
t2434,"My card payment was reverted, why?"
t2435,How long until I see a cash withdrawal?
t2436,It appears my transfer was declined.
t2437,How do I activate a card?
t2438,Is it free to transfer money or is there a fee?
t2439,"I can't remember my app code, can you reset it?"
t2440,are you sending me my card?
t2441,I made an ATM withdrawal over the holiday and then later realized I was charged an exorbitant fee!  I never would've made this withdrawal if I'd known I'd be charged so much.
t2442,What steps do I do to transfer money using my credit card?
t2443,Help me terminate and close my account.
t2444,Can you tell me why my top-up was canceled?
t2445,I put some money in my account the other day but now its gone? Why is this?
t2446,Are SWIFT Transfers available at this bank?
t2447,Is there a fee for topping up a card?
t2448,I used my pin too many times.
t2449,can i create my own pin right away
t2450,"I think my card is expiring, what happens then?"
t2451,How can i get a refund for something i just bought?
t2452,The exchange rate you are using is bad.This can't be the official interbank exchange rate.
t2453,Why isn't top-up working? My top-up money disappeared after I saw that it was successfully transferred. Is it gone? Where did it go?
t2454,What's the fee for exchange of foreign currencies?
t2455,my atm transaction was wrong
t2456,I just moved. How do I give you my new address?
t2457,Unsure how to provide my identity.
t2458,I want to change my PIN.
t2459,How do I start auto top up?
t2460,"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?"
t2461,Can you please refund my item?
t2462,I would like to cancel my purchase.
t2463,Please help me figure out the reason for the odd withdrawal amount from my account?
t2464,Can you please tell me why I was charged an extra fee on my transfer?
t2465,Can I use your app to exchange USD for GBP?
t2466,"I put money in my account a week ago but its still not there, what is happening?"
t2467,There is a vendor name I don't recognize on a payment from my account. I don't think I made this payment.
t2468,I didn't initiate a direct debit that I see on my account
t2469,"After my checque or cash deposit, my balance didn't update."
t2470,Why isn't my cash deposit showing up in my account? I deposited it this morning.
t2471,How does the exchange rate work on this app?
t2472,I'm not satisfied with the services that you are providing.  I would like to end my services and delete my account.
t2473,I didn't receive the correct exchange rate when I got cash.
t2474,What is the maximum for auto top-up?
t2475,"My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money!"
t2476,"Card payment is still pending, why is that the case?"
t2477,How do I see my updated balance after I make a cheque or cash deposit?
t2478,Why did my transfer fail?  What can I do?
t2479,There's a payment showing in the app today even though I have not used my card at all. I want a refund.
t2480,What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.
t2481,Can you give me the restrictions of the disposable cards?
t2482,Can I order a second card?
t2483,"I just pulled money out of the ATM and was charged a fee, WHy?"
t2484,Why is a transfer to a beneficiary not possible?
t2485,"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?"
t2486,is my pin the same as my passcode
t2487,"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?"
t2488,How do I find the code needed in order to verify my top-up card?
t2489,"Help, I don't know what the PIN is to my card?"
t2490,Are there any extras for exchanging currency?
t2491,Can I add money to my account via bank transfer?
t2492,Is there a reason my transfer would have been declined?
t2493,I don't understand why you want so much of my personal info.
t2494,What is the time frame for european transfers?
t2495,need to know where money comes from
t2496,Can an American resident apply to get a card?
t2497,My phone was left at a hotel and I can't access the app.
t2498,Is it possible to access my phone from the hotel/
t2499,How do I get my card back after the ATM swallowed it.
t2500,Why was I charged a fee? I thought shopping was free?
t2501,Why do you have an identity check?
t2502,"I'm trying to verify my top-up card, but I can't find the code...?"
t2503,Can you  tell me how to get AUD not GBP?
t2504,Not sure what my password is.
t2505,can my husband open an account and transfer money
t2506,How long will a cash withdrawal be pending?
t2507,"My card arrived but I need to make it work in the app, how do I do that?"
t2508,Can I get an account for my son?
t2509,Is there something that I can do since my phone was stolen yesterday?
t2510,"I need your help to get a refund for an item I just bought, can you cancel the payment since what I bought hasn't arrived yet."
t2511,I just replaced my phone so do I have to make a new account?
t2512,Help my find the verification code on a top-up.
t2513,Why is my withdrawal from the ATM still showing as pending?
t2514,I don't understand where this charge came from.
t2515,What commission do you take for currency exchage?
t2516,I cannot get my google pay to work.
t2517,Can I pay more to get it deliver quicker?
t2518,Can you tell me when my money transfer will go through
t2519,Do currency exchanges cost extra?
t2520,"Hi,  My money has not been credited to my account for which i have sent you cheque few days before. I am worried about the money please let me know the status."
t2521,How can I top up with a cheque?
t2522,It looks like my top-up was cancelled
t2523,Why do you require identification documents
t2524,"I prefer using Mastercard, can I substitute?"
t2525,Do you know how to change my card PIN?
t2526,Can I use SWIFT transfers?
t2527,What would I be charged in receiving a SEPA transfer?
t2528,I think someone is using my card without my permission!
t2529,Can I top up with cash
t2530,How to I close my account?
t2531,"Help!  I fear that my card was stolen,"
t2532,I got money overseas and the exchange rate was wrong
t2533,What is the refund procedure?
t2534,Can you tell me where my readily available cash has come from?
t2535,Where do my available funds come from?
t2536,"There has been an unusual withdrawal from my account, can you help?"
t2537,How can I add money to my account from another account I have?
t2538,Why would my card payment be cancelled?
t2539,Is there a fee to top up by bank transfers?
t2540,I sees some suspicious spending on my credit card that I don't recall I had made. What should I do?
t2541,I was charged multiple times for one purchase
t2542,I am confused about your fee structure and was disappointed to see a fee for my transfer.
t2543,There were a couple of payments that I have noticed on my account with my card that I didn't make. Is it possible that somebody else has my card information?
t2544,What should I do if I see an unauthorized withdrawal on my statement?
t2545,"Hello, i just checked my statement and there seems to be a payment from my card that I have never seen before."
t2546,I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me?
t2547,What do I do if I cannot access the app?
t2548,"Hi, I used an ATM today to take money out of my account, but the amount it gave me is not the amount I requested. What should I do?"
t2549,Why was my top up cancelled?
t2550,There are fraudulent charges that I didn't make on my card. Can you please put in the safeguards necessary to stop this from happening anymore?
t2551,"I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?"
t2552,Why can't I complete the transfer?
t2553,I wasn't applied the correct exchange rate when getting cash
t2554,I would like to invalidate my account.  I am very disappointed with your services.
t2555,Contactless payments need to be enabled for my card.
t2556,How do I replace a card that's going to expire?
t2557,What do I do if I can't access the app?
t2558,My card was rejected
t2559,Can money be exchanged from one currency to another?
t2560,who should i contact if my refund doesn't go through?
t2561,Why did the app deny my top-up?
t2562,The app passcode has completely slipped my mind.
t2563,Am I limited to what ATM I can use my card?
t2564,"I haven't received my card yet, how long does it normally take?"
t2565,Why am I charged an extra fee on my card?
t2566,I am suppose to be getting a refund from something I purchased but it hasn't showed up in my account.
t2567,How do I know it is a Mastercard ATM?
t2568,My Google pay top up isn't working. Help.
t2569,please delete account
t2570,Is there any way to see my card in the app?
t2571,What do I need to bring for identification?
t2572,I want to cancel a purchase
t2573,My top-up failed to go through.
t2574,Why wouldn't the ATM give me cash?
t2575,There is a transfer not showing on my account.
t2576,"I was wondering, Can I get my pay in another currency?"
t2577,What do you think of the exchange rate?
t2578,I sent money to a person and they haven't received the payment yet.
t2579,Can currencies be exchanged on this app?
t2580,Why is there a charge for my transfer?
t2581,How can I change my address?
t2582,A transaction on my card shows as pending.
t2583,"I draw out money from your ATM during holidays, and was charged insanely. I wouldn't have done it, if i had a little sense about the shocking charges."
t2584,How is the current exchange rate?
t2585,I should not have been charged a fee for cash withdrawal.
t2586,I have young kids. Can they use this service?
t2587,Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!
t2588,How do I change my address ?
t2589,Can you tell me where to go to get a disposable virtual card?
t2590,"Top up my card please, which y'all support?"
t2591,my payment was rejected
t2592,I can't find the PIN.
t2593,How much does it cost for additional cards?
t2594,I can't find how to top up my account with a check.  Where is that?
t2595,Why was my transaction not approved?
t2596,I want to cancel my card. I think someone else is using it.
t2597,I have a payment in my statement that is off
t2598,I'm dissatisfied with the service and would like to terminate the account.
t2599,A couple weeks ago there was a debit taken from my account from a transaction I don't recall. Is it possible to trace this transaction to make sure I'm not being scammed?
t2600,I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?
t2601,How can I prove who I am?
t2602,I was getting cash and the card got stuck inside
t2603,I have a payment that has not gone through yet
t2604,When will my transfer move from pending to confirmed?
t2605,"I need to get a card, how do I do that?"
t2606,How can I tell what foreign exchange rate I will get?
t2607,My money hasn't been deposited yet. When will it be?
t2608,Why has my top up failed?
t2609,A payment I made is for a wrong amount can you help me correct the mistake.
t2610,Why can't I transfer to another account?
t2611,Using international ATMs messes up the exchange rate.
t2612,How do I change my account details?
t2613,I can't get the top-up to work! What's going on here.
t2614,What are Interbanks current exchange rates?
t2615,I have duplicate charges for the same transaction
t2616,I made an online purchase and the order has not shown up. Give me my money back.
t2617,I have a new card. How do i top it up?
t2618,Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here?
t2619,I forgot my code
t2620,how long does a US transfer take
t2621,Does it matter which card I use
t2622,I did a transaction to a wrong account!
t2623,I was refunded the money for something I bought already.
t2624,When will the money from a transfer be made available on my account?
t2625,How do I link the new card that I just got from you guys?
t2626,"If I exchange currencies frequently, is there a discount?"
t2627,pending transaction?
t2628,Why are there fees for using a card?
t2629,What if I need to use GBP instead of USD?
t2630,What's up with verifying top-ups?
t2631,"stolen phone, what should i do"
t2632,There is money missing from my account.
t2633,What will I need to verify my identity
t2634,I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this.
t2635,My card rejected a cash withdrawal. Why?
t2636,Why is my beneficiary not being allowed to get payment services?
t2637,I topped up but it isn't in my account
t2638,I have not seen any changes in my account balance(s) after making a transfer.
t2639,I am inquiring about why there was an extra fee charged when I used an ATM.
t2640,I lost my wallet and I think someone is withdrawing cash with my card. Please help. It is urgent.
t2641,How do I get a virtual card on my device?
t2642,Help me change my PIN.
t2643,I need to reset my passcode. Where do I go to do that?
t2644,My salary is in GBP. Do I need to configure this somewhere?
t2645,What should I do if my passcode won't work?
t2646,tell me why I was charged more with my card?
t2647,Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?
t2648,Can I have a mastercard?
t2649,I'm panicking!  I lost my card!  Help!
t2650,I think my card payment has been reverted
t2651,Can you assist me in acquiring a virtual card?
t2652,I was issued a card about a week ago. why hasn't it come in yet?
t2653,My card payment has failed.
t2654,The App shows a fraudulent payment made on my account.
t2655,Why didn't my transfer to a beneficiary happen?
t2656,How do I dispute a direct debit that I didn't do?
t2657,The ATM I used for foreign currency provided the wrong exchange rate.
t2658,I would like to know how exchange rates are calculated when transferring funds.
t2659,"phone is gone, dont want others to access account information"
t2660,I can't enter my passcode.
t2661,I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly?
t2662,I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?
t2663,I was making a purchase and it was declined and I wanted to know why.
t2664,Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.
t2665,Why was I charged for getting cash?
t2666,Why was there an extra charge when I transferred money?
t2667,Today I noticed a charge for an ATM withdrawal on my account. Can you please fix this? It's supposed to be no charge.
t2668,The payment I made with my card is not showing up.
t2669,My top up is pending still
t2670,I got charged twice
t2671,"While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back?"
t2672,what is the limit for top-ups?
t2673,Is my card actually working? It's the first time I tried using it
t2674,I did a cash deposit to my account but it doesn't show up
t2675,My new card needs activating.
t2676,What are disposable virtual cards?
t2677,There is a potentially fraudulent direct debit on my account.
t2678,I wanted to know why there is a transfer of mine pending.
t2679,Why do I have a transaction showing multiple times?
t2680,The ATM didn't give me the amount I asked for
t2681,Why is my cash withdrawal pending?
t2682,Is payment required to get a card of my own?
t2683,"left my phone at hotel, cant use app"
t2684,What countries are you located in?
t2685,I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system?
t2686,How can disposable cards be used?
t2687,"Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?"
t2688,How do a reverse a duplicated charge?
t2689,Can I increase my top-up maximum?
t2690,"I think my pin has been compromised, what do I do?"
t2691,"The expiration of my card is near, how do I order a new card?"
t2692,There has a recent suspicious withdrawal on my bank account. Is it possible to freeze my card?
t2693,what are the steps to activate my card?
t2694,Do you offer account services for children and teens?
t2695,How long does it take for a top up to go through
t2696,I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction?
t2697,What fiat currencies are used for exchange?
t2698,I do not feel comfortable verifying my identity.
t2699,My cheque is slow to cash
t2700,how long should I expect to wait for my card to arrive?
t2701,Do you charge for sending more cards?
t2702,"Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system."
t2703,My app is showing a payment that I know I did not do. Can you please cancel that transaction and credit my account please?
t2704,How to exchange my currency
t2705,Can I use this app to exchange between dollars and pounds?
t2706,What are the disposable cards restrictions?
t2707,Please explain to me the process of getting a virtual card.
t2708,I'm interested in learning more about product refunds.
t2709,What ID do I need to verify my identity?
t2710,Hello. I checked my transactions and saw I was double charged for a restaurant visit. Can I get my money back?
t2711,How long does it take for money to transfer as my balance hasn't been updated
t2712,How can I get a virtual card for a one-time transaction?
t2713,I'm due a refund and it is not on my statement.
t2714,Why did I get charged a fee for my card payment?
t2715,How many times can I use a virtual card?
t2716,"I was charged a fee when withdrawing cash, can you explain why?"
t2717,What exchange rate is it?
t2718,What is the maximum number of transactions that I can put on a disposable card?
t2719,My app is displaying a payment I didn't make
t2720,Is there a way to reset the passcode?
t2721,Is there a fee for a SEPA transfer
t2722,Is there a problem with the payment that I see is still pending?
t2723,I need my PIN unlocked.
t2724,What is an exchange rate?
t2725,Does it cost to top up my card?
t2726,I think the exchange rate for the cash I withdrew was wrong.
t2727,The activation process for my card isn't working.
t2728,There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?
t2729,I am having trouble withdrawing cash.
t2730,I want to delete my account.
t2731,Why is the ATM not allowing me to get cash?
t2732,How many active transactions can I make with a disposable card?
t2733,Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me?
t2734,My card payment wasn't accepted.
t2735,What is the cost for physical cards?
t2736,is there a way to do top up with apple pay
t2737,Can I use my account although my identity verification has yet to pass?
t2738,I live in the UK. Can I get a card?
t2739,Can you explain to me the way to verify my top up has gone through?
t2740,I'm cancelling this charge. I still have not received what I bought from these people a while ago.
t2741,something is wrong with my exchange rate charge
t2742,Can I get a few more physical cards?
t2743,"I forgot my phone at the hotel, so I can't access the app."
t2744,I do not recognize a direct debit payment that I see on my app
t2745,I believe my card payment were reverted
t2746,"I want to give a second card for this account to my daughter, would this be possible?"
t2747,If I want my son to have his own account is that possible?
t2748,Can somebody else top up my account?
t2749,Why does it say my transfer failed?
t2750,Exchange fee help?
t2751,How long will it take for my transfer to arrive?
t2752,How long will it take to get to the US?
t2753,My transfer failed
t2754,Can I track my card while it is in the process of delivery?
t2755,Can I auto top-up as much as I want?
t2756,How do you top up with a cheque?
t2757,"Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money."
t2758,How much does it cost to get more cards?
t2759,There is a cash withdrawal on my statement that I don't recognize
t2760,How long will it take my card to get here?
t2761,Do I have a limit to the number of top-ups per day?
t2762,How do I get the passcode reset?
t2763,My account transfer was not cleared.
t2764,Will you charge me if I top up by card?
t2765,I want my card I just received to show up in the app. How do I do that?
t2766,can I be charged for topping up by card
t2767,My product was faulty.
t2768,What are the currencies and cards that are supported with my account?
t2769,Has my account been frozen?  I tried to use my card but the ATM would not dispense cash.
t2770,Where is my new card if I haven't received it yet?
t2771,I tried entering my passcode and it isn't working. Can you help?
t2772,I completed I transfer the day before yesterday in this country. The transfer still is not complete. I've checked on the account number multiple times to make sure that it is the right one. Can you check to see what's going on with this?
t2773,How do you decide what your exchange rates are?
t2774,Why is my physical card not working?
t2775,"I was out today looking forward to paying with my brand new card, turns out the payment just kept getting declined. This is pretty sad, what's going on?"
t2776,What are the policies of disposable cards?
t2777,Can I have more disposable cards?
t2778,"I need to exchange between different currencies, like GBP and USD. Can I do that with your app?"
t2779,My new card came in.  How do I activate?
t2780,Help me to set up contactless payments.
t2781,"I was overcharged at an ATM while on vacation. I needed cash so I had to use it, but your charges are outregous and I wish I would have known beforehand."
t2782,How long will it take to receive my money from my transfer transaction?
t2783,There is a charge for 1£ on my statement.  I do not think that I bought anything that costed 1£.  What is going on?
t2784,How long does it take for a money transfer to show up?
t2785,I have a charge for something I didn't buy.
t2786,Will I be charged an extra fee if I need to exchange currency?
t2787,How long does my top up pending last?
t2788,Let me know what the steps for the identity checks are
t2789,My cash withdrawl has the wrong rate of exchange.
t2790,How much do you charge for exchange rates?
t2791,Is it possible to exchange currencies?
t2792,Is there a function where I can top-up automatically?
t2793,I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it.
t2794,"please help me with this transfer, for some reason i can't transfer to a cryptocurency account"
t2795,What is the refund process?
t2796,What systems do you have in place for my security when using my card for everyday purchases?
t2797,I haven't received my card.
t2798,Tell me what ATMs use this card.
t2799,"My PIN is unlocked, what do I do?"
t2800,What are the limits to where my card will be accepted?
t2801,What is the charge for receiving a SEPA transfer?
t2802,How can I check if I have received a refund if it is not yet on my statement?
t2803,I asked for more cash than what was received
t2804,There is a fee from a transfer that is not supposed to be here!
t2805,I believe I got a wrong exchange rate when I got cash.
t2806,How come I didn't get a virtual card yet?
t2807,Can I use this app for both USD and GBP?
t2808,Please help me!  A payment I made had an error on the account number and I can't cancel on my side.  Can you cancel it?
t2809,The transfer to my beneficiary has not gone through
t2810,"I tried to make a top-up and it was canceled, why is that?"
t2811,Are the delivery days flexible?  My schedule only allows me to be a available on specific dates.
t2812,I have a fee for cash withdrawal
t2813,"my card payment has been declined, do you know why?"
t2814,Are SWIFT transfers supported?
t2815,"I need a refund and cancel a transaction on an item I purchased and i need it as soon as possible, please!"
t2816,What is the length of time for one of these items to come to the U.S?
t2817,If I don't have all my documents can they still verify my identity?
t2818,I need my payment in another currency
t2819,"My phone was stolen, what can I do?"
t2820,How long does it take in Europe to do a transfer?
t2821,How do I turn on my new card?
t2822,Which ATM's can I use to make a withdrawal?
t2823,Will the PIN come separately?
t2824,"I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced."
t2825,Can I use as many top-ups as I want?
t2826,What do I need to do to cancel a transaction?
t2827,What should I do if I want to get another card for someone in my family?
t2828,Somebody made a withdrawal from my account for 500. I have my card so how can this be? Does somebody have a duplicate card or something? Help please.
t2829,My transfer to my account is missing.
